url,category
https://www.aap.com.au/covid-19-did-not-claim-the-life-of-former-fijian-pm-laisenia-qarase/,名人宣稱或相關活動
https://verafiles.org/articles/vera-files-fact-check-dutertes-claim-covid-19-airborne-needs,名人宣稱或相關活動
https://colombiacheck.com/chequeos/meme-saca-de-contexto-la-oms-y-su-director-sobre-covid-19-y-aborto,名人宣稱或相關活動
https://africacheck.org/fbcheck/coronavirus-job-scam-no-world-health-organization-kenya-not-hiring-on-facebook/,名人宣稱或相關活動
https://tamil.factcrescendo.com/factcheck-has-cuba-2-lakh-doctors-to-95-countries/,名人宣稱或相關活動
https://factcheck.afp.com/false-claim-circulates-online-china-and-japan-are-free-covid-19,名人宣稱或相關活動
https://agenciaocote.com/no-guatemala-no-cuenta-con-10mil-pruebas-para-el-coronavirus-tiene-622/,名人宣稱或相關活動
https://english.factcrescendo.com/2020/03/20/fact-check-india-will-go-on-a-lock-down-from-15th-april-to-15th-june-2020/?check=2,名人宣稱或相關活動
https://misbar.com/factcheck/5e43f9a5d4a229492d2cb083,名人宣稱或相關活動
https://tfc-taiwan.org.tw/articles/3540,名人宣稱或相關活動
https://factcheck.afp.com/video-has-been-doctored-it-does-not-feature-voice-chinese-businessman-jack-ma?check=3,名人宣稱或相關活動
https://www.aap.com.au/cristiano-ronaldo-is-not-converting-his-portuguese-hotels-into-covid-19-hospitals/,名人宣稱或相關活動
https://misbar.com/factcheck/5e6b649ed4a229050f4965e3,名人宣稱或相關活動
https://tfc-taiwan.org.tw/articles/2702,名人宣稱或相關活動
https://tfc-taiwan.org.tw/articles/2703,名人宣稱或相關活動
https://maldita.es/malditobulo/2020/04/28/no-las-mascarillas-que-vende-carrefour-no-son-las-que-tienen-el-precio-maximo-regulado-se-trata-de-mascarillas-higienicas-y-las-que-estan-reguladas-son-las-quirurgicas/,名人宣稱或相關活動
https://tg24.sky.it/cronaca/2020/03/09/coronavirus-mascherine-amazon-facebook.html?fbclid=IwAR3HCMYPtdXnppeGf9w25mRFqvR-OQoSOwP9FYrYX2f8_twrwuUD5pRhXgs,名人宣稱或相關活動
https://factcheck.afp.com/old-photo-buhari-pandemic-was-doctored-add-face-masks,名人宣稱或相關活動
https://observers.france24.com/fr/20200310-intox-virales-afrique-autour-coronavirus-decryptees,名人宣稱或相關活動
https://observers.france24.com/fr/20200310-intox-virales-afrique-autour-coronavirus-decryptees,名人宣稱或相關活動
https://www.buzzfeed.com/jp/kotahatachi/unknown-cause-china-4,名人宣稱或相關活動
https://myanmar.factcrescendo.com/fact-check-post-claiming-myanmar-former-military-junta-donates-covid-19-fund/,名人宣稱或相關活動
https://maldita.es/malditobulo/2020/03/27/disolucion-cortes-positivo-coronavirus-presidente-vicepresidentes-gobierno/,名人宣稱或相關活動
https://www.open.online/2020/04/26/coronavirus-e-morta-elena-granato-la-prima-volontaria-per-il-vaccino-no-la-bufala-diffusa-dal-sito-macedone/,名人宣稱或相關活動
https://leadstories.com/hoax-alert/2020/04/fact-check-first-volunteer-in-uk-coronavirus-vaccine-trial-has-died---news-oxford.html,名人宣稱或相關活動
https://observador.pt/factchecks/fact-check-barack-obama-avisou-africanos-para-nao-aceitarem-vacinas-europeias-ou-americanas/,名人宣稱或相關活動
https://www.ellinikahoaxes.gr/2020/04/05/mahmoud-abdel-qader-al-bizerti/,名人宣稱或相關活動
https://pesacheck.org/false-this-appeal-asking-africans-to-reject-covid-19-vaccines-is-fake-4ff35d199506?source=rss----ab41f21aa9a9---4,名人宣稱或相關活動
https://africacheck.org/fbcheck/no-former-us-president-obama-didnt-warn-africans-against-coronavirus-vaccines/,名人宣稱或相關活動
https://www.liberation.fr/checknews/2020/03/30/non-didier-raoult-n-a-pas-appele-les-africains-a-ne-pas-prendre-le-vaccin-de-bill-gates-contre-le-co_1783559,名人宣稱或相關活動
https://verafiles.org/articles/vera-files-fact-check-story-jack-ma-giving-us5m-pinoy-resear,名人宣稱或相關活動
https://www.lemonde.fr/les-decodeurs/article/2020/04/21/brigitte-macron-a-demande-au-professeur-raoult-de-soigner-sa-fille-un-poisson-d-avril-de-l-extreme-droite_6037332_4355770.html,名人宣稱或相關活動
https://factcheck.afp.com/doctored-photo-original-image-has-circulated-reports-about-saudi-policeman,名人宣稱或相關活動
https://www.ellinikahoaxes.gr/2020/04/07/yaakov-litzman-homosexuality-coronavirus-hoax/,名人宣稱或相關活動
https://factcheck.afp.com/video-was-edited-make-it-look-south-africas-leader-announced-81-day-lockdown,名人宣稱或相關活動
https://pagellapolitica.it/bufale/show/1035/no-lansa-non-ha-pubblicato-la-notizia-di-una-task-force-per-lemergenza-coronavirus-guidata-da-mario-draghi,名人宣稱或相關活動
https://factly.in/telugu-clipped-india-tvs-fact-check-video-is-falsely-shared-as-sharukh-khan-donating-45-crore-rupees-to-pakistan/,名人宣稱或相關活動
https://factly.in/clipped-india-tvs-fact-check-video-is-falsely-shared-as-sharukh-khan-donating-45-crore-rupees-to-pakistan/,名人宣稱或相關活動
https://srilanka.factcrescendo.com/2020/03/26/fact-check-2014-images-of-sathosa-lorries-with-pm-mahinda-rajapaksha-portrayed-as-vehicles-used-to-distribute-food-during-curfew-amid-covid19/,名人宣稱或相關活動
https://factcheck.afp.com/gates-foundation-urges-netizens-stop-sharing-fake-bill-gates-coronavirus-letter,名人宣稱或相關活動
https://factcheck.afp.com/video-has-been-doctored-it-does-not-feature-voice-chinese-businessman-jack-ma?check=3,名人宣稱或相關活動
https://english.factcrescendo.com/2020/05/11/viral-whatsapp-message-misattributed-to-icmr/,名人宣稱或相關活動
